,page_link,product_name,item_no,description,style,material,type_class,color,rating
17,https://www.overstock.com/Home-Garden/Handy-Living-Springfield-Caribbean-Blue-Linen-Click-Clack-Futon-Sofa-Bed/17520743/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=18,Handy Living Springfield Caribbean Blue Linen Click Clack Futon Sofa Bed,23746046,"The Handy Living Springfiled stylish modern click clack sofa is coverd in a Caribbean blue linen fabric and features a tufted back, track arms and a sleek bench style seat which converts easily into a full size sleeping surface. Make room for an unexpected guest or create a modern bedroom with this updated convertible futon that is so easy to assemble.","Traditional, Transitional","Linen, Polyester","Sleeper Sofa, Sofa",Blue,3.8
18,https://www.overstock.com/Home-Garden/Hamilton-Modern-Linen-Sofa-with-Button-Tufting-by-iNSPIRE-Q-Bold/9400029/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=19,Hamilton Modern Linen Sofa with Button Tufting by iNSPIRE Q Bold,16588553,"Add elegance to your living room decor with this soft and distinguished linen sofa. The natural texture of the linen upholstery, decorative tufting and low-profile seat back design of this grey sofa give it clean contemporary style. The reversible seat cushion keeps the sofa looking fresh and extend the life of the fabric by evening out wear.",Transitional,"Fabric, Linen",Sofa,"Black, Grey, White",4.3
19,https://www.overstock.com/Home-Garden/Furniture-of-America-Rembren-Grey-Bonded-Leather-Reclining-Sofa/9759548/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=20,Furniture of America Rembren Grey Bonded Leather Reclining Sofa,16931388,"Provide comfortable seating for family and friends with this bonded-leather sofa-recliner. Padded cushions in the bucket seat design and pillow-top arms deliver plush comfort, while a drop-down center seat transforms into a console complete with cup holders for added convenience.","Casual, Modern & Contemporary","Faux Leather, Metal, Wood","Recliner, Sofa",Grey,4.3
20,https://www.overstock.com/Home-Garden/Greenwich-Tufted-Scroll-Arm-Nailhead-Beige-Chesterfield-Sofa-by-iNSPIRE-Q-Artisan/9822531/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=21,Greenwich Tufted Scroll Arm Nailhead Beige Chesterfield Sofa by iNSPIRE Q Artisan,16987020,"Luxury and practicality come together in this grand Greenwich sofa from iNSPIRE Q® Artisan. Upholstered with deep button tufts and adorned with bronze nail heads, this sofa is beautifully crafted to create comfortable spaces with grandeur and sophistication. Immerse in the beauty of this entire collection and complete the luxurious look and feel you desire.",Traditional,"Fabric, Linen, Wood",Sofa,"Beige, Brown",4.4
21,https://www.overstock.com/Home-Garden/Oliver-James-Saskia-Brown-Microfiber-3-seat-Recliner-Sofa/20689842/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=22,Oliver & James Saskia Brown Microfiber 3-seat Recliner Sofa,20689842,Recline in style with the plush Saskia couch from Oliver & James. The durable steel base allows each of the three seats to recline and two cup holders and hidden storage compartments add extra functionality. Super-soft fiber and foam filling makes up the cushions and dark brown polyester microfiber covers this piece for a classic finish.,Mid-Century Modern,Microfiber,"Recliner, Sofa",Brown,4.5
22,https://www.overstock.com/Home-Garden/Palm-Canyon-Chorro-Mid-century-Sofa/8789758/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=23,Palm Canyon Chorro Mid-century Sofa,16027573,"Elevate your living room with this mid-century sofa. Plush cushions ensure comfort and support for hours of lounging and relaxation, while the button tufting, angled legs, and clean profile lend mid-century charm to any decor. The sofa is available in a range of colors to match your style.",Mid-Century Modern,Fabric,Sofa,"Blue, Brown, Green, Grey, Red, Yellow",4.4
23,https://www.overstock.com/Home-Garden/Clay-Alder-Home-Isleton-Grey-Linen-Twin-Sleeper-Sofa/22580886/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=24,Clay Alder Home Isleton Grey Linen Twin Sleeper Sofa,22580886,"Versatile enough for any decor and compact enough for any space, this sleeper sofa can fit in anywhere. The supportive construction is bolstered with foam and coil seat cushions for bolstering comfort, and the pull-out bed is made of body-conforming memory foam for a restful night's sleep your overnight guests are sure to appreciate. ",Transitional,"Linen, Memory Foam, Wood","Sleeper Sofa, Sofa",Grey,4.4
24,https://www.overstock.com/Home-Garden/Portfolio-Tevin-Navy-Blue-Velvet-Convert-a-Couch-Storage-Arm-Futon-Sofa-Sleeper/20603147/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=25,Portfolio Tevin Navy Blue Velvet Convert-a-Couch Storage Arm Futon Sofa Sleeper,16961155,The Portfolio Tevin Convert-a-Couch features a transitional designed sofa sleeper with a storage area and cup holder built into each arm. The Tevin futon sleeper sofa is covered in a velvet like soft navy blue fabric.,Casual,Velvet,Sofa,Blue,4.3
25,https://www.overstock.com/Home-Garden/Josephine-Mid-Century-Modern-Petite-Fabric-Sofa-by-Christopher-Knight-Home/17668810/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=26,Josephine Mid Century Modern Petite Fabric Sofa by Christopher Knight Home,23878570,"This mid-century love seat is perfect for smaller living spaces. Its petite build ensures that it is perfectly sized for apartments and dorm life. With cushioned seats and back rest, this loveseat is as comfortable as it is stylish. The midcentury accents of this loveseat insure that it will be stylish for years to come.","Mid-Century Modern, Modern & Contemporary","Birch, Polyester",Sofa,"Blue, Grey, Orange",5.0
26,https://www.overstock.com/Home-Garden/Serta-Copenhagen-Microfiber-73-inch-Deep-seating-Sofa/16796079/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=27,Serta Copenhagen Microfiber 73-inch Deep-seating Sofa,23101297,"Brighten up your apartment or living room with this Serta deep seating Copenhagen sofa. Made from sturdy wood with plush foam cushions and backing, this two-seat sofa creates a focal point for a comfortable, inviting living space.",Lake House,"Foam, Metal, Wood",Sofa,"Beige, Brown, Grey, Tan",4.0
27,https://www.overstock.com/Home-Garden/Henry-Dual-Power-Reclining-Sofa-with-Memory-Foam-Seat-Toppers-and-USB-Charging-Ports/17613647/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=28,Henry Dual Power Reclining Sofa with Memory Foam Seat Toppers and USB Charging Ports,23830057,"The Henry 3 seat double power reclining sofa is made with you in mind. Comfort and convenience is what this sofa is about. Featuring power recline function on each lay flat reclining seat allows endless positions to maximize your comfort from a slightly raised foot rest to full extension lay flat position. All 3 seats are topped with plush form fitting memory foam for maximum comfort. Each power recline switch has a USB charging port so you never have to worry about your digital device going dead while relaxing. This sofa is covered in a super durable 100% polyester fabric for years of worry free use. Constructed using solid wood, heavy duty plywood and 300 pound rated mechanisms we made sure to spend as much attention to detail on the iniside as we do the outside. Buy this sofa and it will be your favorite seat in the house!",Transitional,"Memory Foam, Wood",Sofa,Grey,4.7
28,https://www.overstock.com/Home-Garden/Vail-Linen-Upholstered-Sofa-and-Loveseat-by-iNSPIRE-Q-Modern/24097608/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=29,Vail Linen Upholstered Sofa and Loveseat by iNSPIRE Q Modern,29548690,"Add stylish seating to your living space with the Vail Linen Upholstered Sofa and Loveseat by iNSPIRE Q® Modern. The sofa and loveseat both feature sleek silhouettes with slightly tapered legs for a quintessential mid-century aesthetic. The bases have a rich walnut wood finish for a touch of contrast and a luxurious feel. Choose from beige, grey, or dark grey linen upholstery.","Mid-Century Modern, Modern & Contemporary","Fabric, Linen, Wood","Loveseat, Sofa","Beige, Grey",4.0
29,https://www.overstock.com/Home-Garden/Jasper-Laine-Beatnik-Oxford-Leather-Tan-Sofa/8117559/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=30,Jasper Laine Beatnik Oxford Leather Tan Sofa,8117559,"Mid-century modern sensibilities and handsome simplicity get a rich and supple showcase in this serene sofa. Touchable Italian leather provides the perfect place to land while looking timelessly gorgeous, serving up an elegant focal point to any interior decor. Generously filled cushions offer a sweet seat with a cozy foam and duck feather fill that is sure to be treasured for years to come.",Mid-Century Modern,"Foam, Leather, Oak, Pine, Polyester, Wood",Sofa,Brown,4.2
30,https://www.overstock.com/Home-Garden/Lionel-White-Cotton-Down-filled-Extra-long-Deep-Seat-Sofa-by-iNSPIRE-Q-Artisan/14046525/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=31,Lionel White Cotton Down-filled Extra-long Deep Seat Sofa by iNSPIRE Q Artisan,20662666,"This extra-long sofa by iNSPIRE Q® Artisan collection features plush, deep seats and bone white cotton upholstery. The cushions are filled with down feathers and foam to provide luxurious comfort and support. Clean lines and a contemporary silhouette, make this sofa ideal for any modern and stylish living room setting.","Casual, Lake House, Modern & Contemporary, Transitional","Cotton, Fabric, Foam, MDF, Rubberwood, Wood",Sofa,"Cream, Off-White, White",4.7
31,https://www.overstock.com/Home-Garden/Uptown-Modern-Sofa-by-iNSPIRE-Q-Classic/3911915/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=32,Uptown Modern Sofa by iNSPIRE Q Classic,11947586,"Stylish and timeless, this modern Uptown Sofa from iNSPIRE Q® Classic adds charm to any living space. Available in various colors and finishes, you can easily customize your sofa to match your home. The scaling of this sofa is ideal for apartments and smaller spaces, making it perfect for those on the move. The flared arms and relaxed back lend a timeless yet contemporary feel that is suited for any decor. Accent this classic piece with throws and bold prints for a perfectly styled look.",Transitional,"Fabric, Faux Leather, Foam, Linen, Rubberwood, Synthetic Leather, Wood",Sofa,"Black, Brown, Grey, White",3.7
32,https://www.overstock.com/Home-Garden/Furniture-of-America-Ellister-Transitional-Brown-Bonded-Leather-Match-Reclining-Sofa/12635183/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=33,Furniture of America Ellister Transitional Brown Bonded Leather Match Reclining Sofa,19427015,"Designed with class in mind, this luxurious bonded leather sofa features a rich brown color with beautiful stitched detailing. A side lever reclines the sofa back to the perfect spot while the drop-down table with USB outlet and cup holders allows you to charge devices and enjoy a nice cool beverage in absolute comfort.","Casual, Modern & Contemporary, Transitional","Faux Leather, Metal, Wood",Sofa,Brown,4.6
33,https://www.overstock.com/Home-Garden/Parklee-Grey-Linen-Tailored-Track-Arm-Sofa-and-Seating-by-iNSPIRE-Q-Classic/25321541/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=34,Parklee Grey Linen Tailored Track Arm Sofa and Seating by iNSPIRE Q Classic,30661217,Add interest and timeless style to any gathering space with the Parklee Grey Linen Tailored Track Arm Seating by iNSPIRE Q Classic. Tailored track arms with a subtle slope for eye-catching details offer chic style. Featuring a sturdy grey linen that is filled with dense foam for endless comfort and finished by a sturdy dark black wood leg. Removable back and seat cushions make cleaning- and freshing-up a breeze. A sturdy plywood base provides endless durability for lasting seating for you and your guests.,"Casual, Modern & Contemporary, Transitional","Fabric, Foam","Loveseat, Sets, Sofa","Black, Grey",0.0
34,https://www.overstock.com/Home-Garden/Knightsbridge-Dark-Grey-Extra-Long-Tufted-Chesterfield-Sofa-by-iNSPIRE-Q-Artisan/14045494/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=35,Knightsbridge Dark Grey Extra Long Tufted Chesterfield Sofa by iNSPIRE Q Artisan,20661613,"Seat all your guests in comfort and refinement with this versatile Knightsbridge sofa from iNSPIRE Q® Artisan. Vintage elements like button tufting and a rolled back design create a sense of elegance and class. This sofa is available in three different sizes, so you can choose the perfect piece to fit your space. The neutral dark grey linen or velvet upholstery is both beautiful and durable made to last for years to come.","French Country, Traditional, Transitional","Fabric, Foam, Linen, MDF, Wood","Sectional Sofa, Sofa","Black, Brown, Grey",4.1
35,https://www.overstock.com/Home-Garden/Skyline-Furniture-Velvet-Fabric-Modern-Settee/13489167/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=36,Skyline Furniture Velvet Fabric Modern Settee,20174200,"Bring unique charm to your interior decor with this timeless settee. The beautiful settee features rich velvet upholstery with luscious padding, refined diamond button tufting, and turned legs in a rich espresso finish. Both modern and stylish, this settee will complete the look of your home.","Modern & Contemporary, Traditional, Transitional","Fabric, Velvet","Settee, Sofa","Black, Blue, Brown, Green, Grey, Orange, Purple, Red, White, Yellow",3.8
36,https://www.overstock.com/Home-Garden/Coaster-Company-Brown-Leather-Motion-Sofa/12190037/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=37,Coaster Company Brown Leather Motion Sofa,19038902,"This Brown Leather Motion Sofa will be exactly what you need to have a good time. It features plush bonded seating and contrasting baseball stitching, adding a touch of style and charm. In addition, they also feature a below storage compartment and two gliders. You can easily match this set with any decor.",Transitional,Leather,"Recliner, Sofa",Brown,4.4
37,https://www.overstock.com/Home-Garden/Oliver-James-Saskia-Brown-Microfiber-4-seat-Recliner-Sofa/20689841/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=38,Oliver & James Saskia Brown Microfiber 4-seat Recliner Sofa,20689841,"Impress your guests with this updated reclining sofa from Oliver & James. Constructed from laminated hardwood and steel, the sturdy frame allows each of the four seats to recline. The plush foam and fiber cushions are upholstered in durable polyester microfiber for a soft yet modern look.",Mid-Century Modern,Microfiber,"Recliner, Sofa",Brown,4.6
38,https://www.overstock.com/Home-Garden/Handy-Living-Rockford-Kale-Green-Velvet-Flared-Arm-Sofa/20712749/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=39,Handy Living Rockford Kale Green Velvet Flared Arm Sofa,26540681,"The Handy Living Rockford SoFast sofa in a kale green velvet fabric boasts a transitional design that will elevate your home. The sofa features welted flared arms, 3 back cushions and a split bench-style seat cushion that provides comfort as well as the perfect look.","Traditional, Transitional",Velvet,Sofa,Green,5.0
39,https://www.overstock.com/Home-Garden/Palm-Canyon-Motif-Mid-century-Modern-Orange-Linen-Sofa/23122707/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=40,Palm Canyon Motif Mid-century Modern Orange Linen Sofa,23122707,"This squared arm sofa boasts a linen-like vibrant orange fabric in a mid century modern design that will elevate your home. The sofa features a square back with a lace tufted design, sinuous springs and a thick foam cushion for extraordinary comfort.","Traditional, Transitional","Linen, Polyester",Sofa,Orange,4.8
40,https://www.overstock.com/Home-Garden/Palm-Canyon-Motif-Grey-Upholstery-Mid-Century-Modern-Dove-Sofa/23122740/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=41,Palm Canyon Motif Grey Upholstery Mid-Century Modern Dove Sofa,23122740,"Update the look and feel of your living area with this gorgeous mid-century modern sofa. Crafted from engineered mixed hardwood, the sofa features a high back and an elongated base that curves up into track arms. The sofa is upholstered in dove grey polyester fabric with a linen-like feel, sinuous springs inside the thick, attached foam cushion offering extraordinary comfort. Square tufting on the seat back and espresso finished tapered legs complete the retro-modern appeal of this lovely sofa.","Traditional, Transitional","Linen, Polyester",Sofa,Grey,4.2
41,https://www.overstock.com/Home-Garden/Hills-Mission-style-Oak-Sofa-by-iNSPIRE-Q-Classic/3911910/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=42,Hills Mission-style Oak Sofa by iNSPIRE Q Classic,11947580,"Add a touch of casual beauty to your decor with this attractive mission style Hills sofa from iNSPIRE Q® Classic. The classic sofa features a solid wood frame with a rich wood finish, steam-bent arms adding to the sophistication of the piece. The cushions are upholstered in a variety of colors to perfectly match your decor.",Transitional,"Fabric, Faux Leather, Microfiber, Oak, Wood",Sofa,"Brown, Green, Orange",3.8
42,https://www.overstock.com/Home-Garden/Truly-Home-Alan-73-Sofa/22974146/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=43,"Truly Home Alan 73"" Sofa",28540434," Need small space seating for your office, studio, or dorm? When it comes to comfort, size doesn't matter! The Truly Home Alan Sofa is compact, stylish, and durable. Alan has high-density foam cushions that offer support and comfort, while the microfiber upholstery is soft and easy to keep clean. Built with a solid hardwood frame and sturdy single platform base, this couch is easy to assemble with all the tools included!",Modern & Contemporary,"Metal, Polyester, Wood",Sofa,"Black, Grey, Tan",4.5
43,https://www.overstock.com/Home-Garden/Truly-Home-Whitney-Grey-Fabric-Foam-cushioned-Contemporary-Sofa/22465414/product.html?refccid=6YCE2DJ37ZWJL62OLCDFNVZGFU&searchidx=44,Truly Home Whitney Grey Fabric Foam-cushioned Contemporary Sofa,28093475,"Match this Whitney sofa with your existing furniture easily with the deep neutral gray color. The rolled arms provide a modern look, and the compact size is perfect for tight spaces.",Modern & Contemporary,Polyester,Sofa,Grey,3.6
